,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
377,"Chau, Pao C.",CENG 124B - Chem Plant & Process Design II (A),SP11,60,17,64.7%,23.5%,14.13,A- (3.73),B+ (3.58)
378,"Chau, Pao C.",CENG 176B - Chem Engineerng Process Lab II (A),SP11,60,15,66.7%,33.3%,8.5,A- (3.83),B+ (3.54)
379,"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (A),WI11,102,49,91.8%,95.9%,0.79,A (4.00),
380,"Herz, Richard K",CENG 101B - Heat Transfer (A),WI11,75,30,73.3%,55.2%,8.23,B+ (3.30),B (3.04)
381,"Cha, Jennifer N",CENG 102 - Chemical Engin Thermodynamics (B),WI11,79,30,92.6%,89.3%,7.95,B (3.24),B- (2.97)
382,"Chau, Pao C.",CENG 124A - Chem Plant & Process Design I (A),WI11,62,29,46.4%,7.1%,17.33,B+ (3.38),B (3.25)
383,"Chau, Pao C.",CENG 176A - Chem Engineerng Process Lab I (A),WI11,60,24,68.2%,18.2%,13.41,B+ (3.52),B+ (3.54)
384,"Talbot, Jan B",CENG 176A - Chem Engineerng Process Lab I (A),WI11,60,20,77.8%,61.1%,13.06,B+ (3.52),B+ (3.54)
385,"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (A),WI11,60,21,73.7%,100.0%,12.71,B+ (3.52),B+ (3.54)
386,"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),FA10,84,49,81.6%,47.9%,6.26,B (3.12),B- (2.97)
387,"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA10,140,71,81.4%,87.1%,11.04,B (3.13),B- (2.89)
388,"Herz, Richard K",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA10,69,35,57.1%,34.3%,7.93,B (3.06),B- (2.90)
389,"Zhang, Liangfang",CENG 122 - Separation Processes (B),FA10,66,36,91.7%,97.2%,7.0,B+ (3.45),B (3.20)
390,"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),SU10,19,6,100.0%,66.7%,7.83,B+ (3.40),
391,"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP10,72,32,93.8%,84.4%,6.75,B+ (3.55),B (3.09)
392,"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (A),SP10,116,48,89.6%,66.7%,9.54,B (3.26),B- (2.95)
393,"Chau, Pao C.",CENG 124B - Chem Plant & Process Design II (A),SP10,63,16,86.7%,81.3%,16.5,B (3.29),B+ (3.61)
394,"Chau, Pao C.",CENG 176B - Chem Engineerng Process Lab II (A),SP10,62,15,100.0%,86.7%,12.37,B (3.29),B+ (3.41)
395,"Talbot, Jan B",CENG 176B - Chem Engineerng Process Lab II (A),SP10,62,15,93.3%,80.0%,12.1,B (3.29),B+ (3.41)
